Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.000197668, 0.000151028, 4.5777e-05, 2.279e-06, 5862, 1433, 99
0.000197925, 0.000138861, 5.7778e-05, 4.043e-06, 5595, 1375, 165
0.000265916, 0.000193158, 7.1902e-05, 4.87e-06, 5345, 1398, 198
0.000192922, 0.000139184, 5.285e-05, 5.007e-06, 5333, 1405, 264
0.000184468, 0.000135682, 4.7817e-05, 4.805e-06, 5590, 1413, 264
0.000310955, 0.000209198, 0.000100753, 2.718e-06, 5638, 1399, 99
0.000193337, 0.000148825, 4.3727e-05, 2.415e-06, 5782, 1421, 132
0.000239034, 0.000156967, 8.0707e-05, 8.92e-06, 5546, 1416, 330
0.000215972, 0.000162489, 5.241e-05, 3.879e-06, 5696, 1473, 198
0.000181214, 0.000133021, 4.7337e-05, 4.302e-06, 5777, 1443, 231
0.000254949, 0.000177861, 7.6141e-05, 6.138e-06, 5077, 1291, 231
0.000266881, 0.000194487, 7.1378e-05, 5.183e-06, 5573, 1437, 132
0.000193548, 0.000145204, 4.738e-05, 3.416e-06, 5691, 1443, 165
0.00017629, 0.000132236, 4.3154e-05, 3.934e-06, 5070, 1241, 198
0.00021, 0.000148795, 6.0301e-05, 1.5717e-05, 5775, 1393, 99
0.000199821, 0.00015191, 4.717e-05, 3.576e-06, 5602, 1428, 165
0.000199508, 0.000126553, 7.1534e-05, 2.549e-06, 5406, 1394, 66
0.000197002, 0.000148785, 4.7312e-05, 2.866e-06, 5789, 1485, 132
0.000468581, 0.000293556, 0.000174236, 1.4328e-05, 5823, 1467, 165
0.000183999, 0.000142772, 4.0147e-05, 8.81e-07, 5390, 1372, 33
0.000180064, 0.000126102, 5.3019e-05, 2.102e-06, 5264, 1273, 99
0.000179369, 0.000132782, 4.6068e-05, 3.96e-06, 5772, 1412, 231
0.000256401, 0.000190387, 6.5182e-05, 2.578e-06, 5533, 1392, 99
0.000196567, 0.000146342, 4.9223e-05, 2.928e-06, 5788, 1468, 132
0.000241484, 0.000191994, 4.8549e-05, 2.382e-06, 5832, 1496, 132
0.000168573, 0.000125057, 4.261e-05, 2.678e-06, 5604, 1447, 132
0.000205929, 0.000154762, 5.0381e-05, 1.692e-06, 5822, 1419, 33
0.000185197, 0.000141782, 4.2519e-05, 1.748e-06, 5795, 1381, 99
0.000236971, 0.000181208, 5.4582e-05, 0, 5057, 1260, 0
0.000220251, 0.000177301, 4.1972e-05, 1.966e-06, 5751, 1435, 99
0.000181836, 0.000140691, 4.0425e-05, 8.42e-07, 5856, 1436, 33
0.000195543, 0.000149486, 4.5048e-05, 1.859e-06, 5580, 1409, 66
0.000260188, 0.000201682, 5.7224e-05, 2.447e-06, 5778, 1484, 99
0.000177749, 0.000129649, 4.7156e-05, 0, 5871, 1468, 0
0.000157077, 0.000120475, 3.5715e-05, 8.04e-07, 5080, 1244, 33
0.000214499, 0.000164896, 4.8443e-05, 1.586e-06, 5743, 1381, 66
0.000279046, 0.000206672, 7.1575e-05, 3.047e-06, 5518, 1401, 99
0.000171889, 0.00013601, 3.5039e-05, 0, 5472, 1394, 0
0.000206847, 0.000156751, 4.9216e-05, 1.234e-06, 5736, 1444, 33
0.000345501, 0.000239815, 0.000104561, 1.964e-06, 5667, 1459, 33
0.000173575, 0.00012998, 4.2788e-05, 2.741e-06, 5644, 1402, 132
0.000188673, 0.000143358, 4.4324e-05, 1.553e-06, 5463, 1322, 66
0.000424307, 0.000268192, 0.000155043, 4.091e-06, 5640, 1389, 66
0.000202031, 0.000160571, 4.0222e-05, 9.62e-07, 5051, 1268, 33
0.000184195, 0.000141937, 4.1259e-05, 0, 5651, 1419, 0
0.000275081, 0.000199851, 7.4307e-05, 2.675e-06, 5828, 1457, 99
0.000313264, 0.000242435, 6.9877e-05, 0, 5597, 1444, 0
0.00022308, 0.000180174, 4.1484e-05, 0, 5224, 1347, 0
0.000193309, 0.000152697, 3.9403e-05, 0, 5695, 1394, 0
0.000295054, 0.000207866, 8.597e-05, 1.012e-06, 5535, 1395, 33
0.000342977, 0.000239058, 0.000102151, 3.262e-06, 5705, 1438, 33
0.000265368, 0.000203, 6.1421e-05, 0, 5908, 1446, 0
0.00017087, 0.000135367, 3.4538e-05, 0, 5109, 1280, 0
0.000306657, 0.000201102, 0.000104312, 4.357e-06, 5830, 1458, 33
0.000174881, 0.000136429, 3.748e-05, 0, 5817, 1455, 0
0.000203056, 0.000148446, 5.3772e-05, 1.654e-06, 5617, 1383, 66
0.000297951, 0.000218568, 7.8333e-05, 2.076e-06, 5274, 1298, 66
0.000173422, 0.000132876, 3.9805e-05, 8.8e-07, 5563, 1378, 33
0.000242292, 0.000183327, 5.7558e-05, 0, 5085, 1305, 0
0.000171332, 0.000134483, 3.5853e-05, 0, 5234, 1318, 0
0.000184726, 0.000145358, 3.8403e-05, 0, 5664, 1429, 0
0.000303319, 0.000237309, 6.2101e-05, 0, 5659, 1446, 0
0.000161297, 0.000123228, 3.7507e-05, 7.35e-07, 5796, 1396, 33
0.000256104, 0.000194171, 6.0852e-05, 0, 5659, 1386, 0
0.000167973, 0.000126836, 4.0336e-05, 1.35e-06, 5653, 1367, 66
0.000250131, 0.000190043, 5.8813e-05, 0, 5422, 1332, 0
0.000190794, 0.000150181, 3.9671e-05, 0, 5575, 1410, 0
0.000178607, 0.000136338, 4.1339e-05, 0, 5604, 1440, 0
0.000374048, 0.000247857, 0.000124434, 0, 5781, 1463, 0
0.000172867, 0.00012921, 4.2457e-05, 0, 5585, 1419, 0
0.000195858, 0.000157202, 3.7761e-05, 0, 5569, 1344, 0
0.000283994, 0.000207394, 7.5281e-05, 0, 5748, 1423, 0
0.000266326, 0.000201284, 6.375e-05, 0, 5822, 1463, 0
0.000170659, 0.000134263, 3.5328e-05, 0, 5613, 1378, 0
0.000193509, 0.000152014, 4.0364e-05, 0, 5627, 1454, 0
0.000183341, 0.000142401, 3.9932e-05, 0, 5374, 1389, 0
0.000179876, 0.00014226, 3.6652e-05, 0, 5283, 1323, 0
0.000187176, 0.00014679, 3.9369e-05, 0, 5759, 1406, 0
0.000165717, 0.000127323, 3.792e-05, 8.41e-07, 5768, 1414, 33
0.000197711, 0.000152731, 4.3764e-05, 0, 5532, 1375, 0
0.000186898, 0.000144288, 4.1722e-05, 8.92e-07, 5575, 1434, 33
0.000247975, 0.000189795, 5.7049e-05, 0, 5298, 1357, 0
0.000211987, 0.000149776, 6.0168e-05, 0, 5601, 1412, 0
0.000179503, 0.000140378, 3.8224e-05, 0, 5725, 1428, 0
0.000221244, 0.000154446, 6.5176e-05, 0, 5601, 1396, 0
0.000166559, 0.000131174, 3.3969e-05, 0, 5636, 1360, 0
0.000196519, 0.000155146, 4.054e-05, 0, 5813, 1425, 0
0.000171855, 0.000131565, 3.9228e-05, 0, 5796, 1444, 0
0.000271038, 0.000201762, 6.8019e-05, 0, 5202, 1341, 0
0.000192378, 0.000150408, 4.0707e-05, 0, 5760, 1447, 0
0.000237639, 0.000192268, 4.3606e-05, 0, 5816, 1448, 0
0.00026358, 0.000201077, 6.1053e-05, 0, 5621, 1374, 0
0.000197401, 0.000133557, 6.2506e-05, 0, 5211, 1326, 0
0.000199577, 0.000142704, 5.5918e-05, 0, 5873, 1437, 0
0.000262419, 0.000190488, 7.0587e-05, 0, 5424, 1353, 0
0.000272295, 0.000202128, 6.9127e-05, 0, 5380, 1387, 0
0.000165802, 0.000127791, 3.6945e-05, 0, 5754, 1467, 0
0.000155328, 0.000121377, 3.3065e-05, 0, 5101, 1288, 0
0.000170979, 0.000131768, 3.8265e-05, 0, 5738, 1434, 0
0.00025569, 0.00019397, 5.9012e-05, 0, 5817, 1408, 0
0.000178237, 0.000138865, 3.8101e-05, 0, 5524, 1372, 0
0.000238, 0.000153099, 8.3214e-05, 0, 5723, 1482, 0
0.000185553, 0.000144955, 3.9535e-05, 0, 5615, 1461, 0
0.000177867, 0.000137948, 3.8943e-05, 0, 5574, 1431, 0
0.000196415, 0.000155206, 3.9561e-05, 0, 5873, 1441, 0
0.000160349, 0.000123835, 3.5481e-05, 0, 5725, 1398, 0
0.000183916, 0.000143752, 3.9036e-05, 0, 5420, 1338, 0
0.000160988, 0.000123734, 3.6243e-05, 0, 5797, 1402, 0
0.000252719, 0.000190123, 6.1012e-05, 0, 5256, 1342, 0
0.000200268, 0.000156473, 4.2575e-05, 0, 5527, 1420, 0
0.000182019, 0.00014283, 3.8143e-05, 0, 5683, 1430, 0
0.000307188, 0.000231169, 7.4579e-05, 0, 5312, 1401, 0
0.000189258, 0.000146495, 4.1387e-05, 0, 5661, 1412, 0
0.000252186, 0.000195439, 5.5297e-05, 0, 5303, 1308, 0
0.000182711, 0.000143839, 3.7775e-05, 0, 5271, 1342, 0
0.000259528, 0.000199828, 5.848e-05, 0, 5634, 1361, 0
0.000170962, 0.000132499, 3.7426e-05, 0, 5235, 1387, 0
0.000222827, 0.000176039, 4.1479e-05, 0, 5827, 1484, 0
0.000186908, 0.000146507, 3.9204e-05, 0, 5535, 1399, 0
0.000335157, 0.000233368, 0.000100328, 0, 5739, 1410, 0
0.000350241, 0.000219183, 0.00012841, 0, 5752, 1414, 0
0.000202066, 0.000150215, 5.0578e-05, 0, 5571, 1370, 0
0.000349797, 0.000286739, 6.1156e-05, 0, 5747, 1439, 0
0.000285779, 0.000208929, 7.5596e-05, 0, 5733, 1418, 0
0.000184374, 0.0001462, 3.726e-05, 0, 5679, 1428, 0
0.000183874, 0.000136287, 4.6484e-05, 0, 5854, 1459, 0
0.000155063, 0.00012086, 3.3501e-05, 0, 5403, 1356, 0
0.000181315, 0.000143499, 3.6691e-05, 0, 5457, 1331, 0
0.00019264, 0.000151538, 4.0092e-05, 0, 5336, 1334, 0
0.000192537, 0.0001491, 4.2047e-05, 0, 5798, 1462, 0
0.000173735, 0.000137031, 3.5493e-05, 0, 5642, 1425, 0
0.000185021, 0.000144575, 3.9396e-05, 0, 5477, 1408, 0
0.000217444, 0.000151779, 6.3433e-05, 0, 5725, 1444, 0
0.000186899, 0.000148094, 3.7689e-05, 0, 5142, 1308, 0
0.000168835, 0.000126191, 4.1307e-05, 0, 5757, 1414, 0
0.000192354, 0.00015039, 4.0746e-05, 0, 5752, 1438, 0
0.000231676, 0.000174978, 5.5542e-05, 0, 5207, 1249, 0
0.000157261, 0.000120937, 3.5258e-05, 0, 5428, 1398, 0
0.000199913, 0.000156064, 4.25e-05, 0, 5819, 1492, 0
0.000185481, 0.000144192, 3.9989e-05, 0, 5664, 1427, 0
0.000197463, 0.000156793, 3.9482e-05, 0, 5778, 1453, 0
0.000162241, 0.000122519, 3.8877e-05, 1.003e-06, 5448, 1351, 33
0.000164332, 0.000125629, 3.7967e-05, 8.11e-07, 5476, 1369, 33
0.000183111, 0.000139559, 4.2678e-05, 8.55e-07, 5782, 1441, 33
0.000191709, 0.000148375, 4.2532e-05, 7.56e-07, 5773, 1453, 33
0.00025162, 0.000190756, 5.9322e-05, 0, 5343, 1360, 0
0.00023612, 0.000153924, 8.0926e-05, 1.258e-06, 5825, 1493, 33
0.000190513, 0.000146697, 4.2612e-05, 9.85e-07, 5876, 1470, 33
0.000245435, 0.000182071, 6.2363e-05, 0, 5474, 1343, 0
0.000255388, 0.000191491, 6.2938e-05, 1.272e-06, 5761, 1415, 33
0.000177706, 0.000139216, 3.7419e-05, 0, 5799, 1453, 0
0.000265526, 0.000200271, 6.3922e-05, 0, 5621, 1410, 0
0.000238997, 0.000170029, 6.7769e-05, 1.17e-06, 5709, 1491, 33
0.000183064, 0.000140975, 4.1174e-05, 7.84e-07, 5516, 1413, 33
0.000274972, 0.000198111, 7.6002e-05, 1.013e-06, 5566, 1409, 33
0.000264475, 0.000196912, 6.6658e-05, 1.289e-06, 5788, 1428, 33
0.000209086, 0.000158996, 4.8592e-05, 0, 5434, 1365, 0
0.000208812, 0.000167926, 3.9385e-05, 0, 5612, 1399, 0
0.000177778, 0.000134696, 4.215e-05, 1.479e-06, 5774, 1467, 66
0.000188263, 0.000145176, 4.2201e-05, 1.125e-06, 5238, 1350, 33
0.000487657, 0.000232108, 0.00025388, 0, 5642, 1463, 0
0.000185015, 0.000131526, 5.283e-05, 9.951e-06, 5596, 1497, 132
0.000191141, 0.000131607, 5.8898e-05, 1.0359e-05, 4717, 1244, 693
0.000293934, 0.000180237, 0.000112675, 2.3511e-05, 5108, 1632, 528
0.000263438, 0.00018539, 7.7299e-05, 7.145e-06, 5409, 1851, 363
0.0002629, 0.000180679, 8.1513e-05, 5.908e-06, 5548, 1821, 297
0.000197818, 0.000150095, 4.7083e-05, 2.659e-06, 5057, 1646, 132
0.000204696, 0.000155501, 4.7967e-05, 2.498e-06, 6025, 1507, 132
0.000220852, 0.000164091, 5.5768e-05, 6.799e-06, 6239, 1407, 363
0.000186241, 0.000129035, 5.6304e-05, 9.136e-06, 5641, 1273, 495
0.000228373, 0.0001465, 8.0065e-05, 3.934e-06, 6006, 1180, 99
0.000211398, 0.000159363, 5.0814e-05, 4.535e-06, 5628, 1351, 198
0.000605588, 0.000385925, 0.000218169, 2.4164e-05, 5367, 1598, 363
0.000234388, 0.000174946, 5.8421e-05, 5.821e-06, 5733, 1483, 264
0.00026065, 0.000197034, 6.2949e-05, 7.73e-06, 5106, 1710, 396
0.000398272, 0.000250443, 0.000146986, 2.2687e-05, 5011, 1745, 1023
0.000292729, 0.000197652, 9.4166e-05, 1.7847e-05, 5316, 1961, 990
0.000313818, 0.000202586, 0.000110387, 2.2821e-05, 5219, 2072, 1353
0.000297072, 0.00020001, 9.5839e-05, 1.7955e-05, 5432, 2004, 1056
0.000224996, 0.000163637, 6.0489e-05, 7.707e-06, 5705, 1575, 396
0.000173923, 0.000134551, 3.8681e-05, 2.559e-06, 5868, 1207, 132
0.000196713, 0.000144178, 5.1784e-05, 6.804e-06, 5267, 1450, 429
0.000304376, 0.000208151, 9.5295e-05, 1.3757e-05, 5961, 1657, 528
0.00022317, 0.000160955, 6.1502e-05, 7.846e-06, 5936, 1653, 429
0.000214365, 0.000150994, 6.244e-05, 1.0029e-05, 5691, 1525, 594
0.000194661, 0.000145318, 4.8399e-05, 5.036e-06, 6220, 1438, 264
0.000386211, 0.000332802, 5.1089e-05, 3.039e-06, 6319, 1610, 165
0.000330972, 0.000255803, 7.3104e-05, 9.632e-06, 5959, 1625, 561
0.000273525, 0.000174166, 9.8572e-05, 9.541e-06, 5745, 1656, 462
0.000526678, 0.000307836, 0.000216986, 6.6519e-05, 6283, 2156, 2244
0.000504307, 0.000319764, 0.00018363, 3.1573e-05, 6159, 2257, 1650
0.000624431, 0.00033685, 0.000286617, 4.7837e-05, 6199, 2391, 1320
0.000764818, 0.000497526, 0.000266317, 2.8528e-05, 6033, 2442, 957
0.00029461, 0.000193714, 0.000100092, 1.2066e-05, 6054, 2351, 660
0.000360567, 0.00023532, 0.000123974, 1.3031e-05, 6098, 2179, 528
0.000556155, 0.000464803, 8.6431e-05, 1.4675e-05, 6174, 1767, 561
0.000614633, 0.000529645, 8.4032e-05, 1.3274e-05, 5828, 1598, 363
0.000796263, 0.000516992, 0.000265253, 4.2508e-05, 5276, 1526, 792
0.000307582, 0.000197393, 0.000108958, 2.5938e-05, 5465, 1686, 1485
0.000579654, 0.000376218, 0.000200244, 5.7259e-05, 4900, 1512, 1980
0.000291745, 0.000174992, 0.000116015, 3.6749e-05, 4982, 1529, 2508
0.000580771, 0.000257304, 0.000322393, 7.13e-05, 5481, 1752, 2211
0.000284081, 0.000183959, 9.8687e-05, 3.065e-05, 5398, 1756, 1254
0.000264912, 0.000169204, 9.4829e-05, 2.0038e-05, 5547, 1903, 1155
0.000273139, 0.000171079, 0.000101241, 1.6075e-05, 5624, 1923, 825
0.000509328, 0.000239372, 0.000268146, 2.4443e-05, 5811, 1818, 198
0.00035058, 0.000230706, 0.000118642, 1.229e-05, 6275, 1810, 462
0.000580343, 0.000237228, 0.000341967, 4.4313e-05, 6157, 1659, 495
0.000221324, 0.000163765, 5.6324e-05, 4.75e-06, 5593, 1516, 198
0.000448552, 0.000218332, 0.000226052, 6.5772e-05, 5925, 1873, 1155
0.000304514, 0.00017449, 0.000129202, 3.4616e-05, 5348, 2325, 2244
0.000559069, 0.000330017, 0.000226877, 5.5705e-05, 5530, 2261, 2442
0.000394994, 0.000248541, 0.000145623, 3.7962e-05, 5320, 2325, 2508
0.00034542, 0.000204625, 0.000139881, 3.451e-05, 5401, 2447, 1980
0.000533515, 0.000245069, 0.000287339, 7.8061e-05, 5694, 2546, 2211
0.000283552, 0.000203474, 7.9208e-05, 1.0051e-05, 6304, 1891, 561
0.000275887, 0.000202346, 7.2661e-05, 8.074e-06, 6281, 1845, 462
0.000305967, 0.000217276, 8.7884e-05, 9.308e-06, 6760, 2163, 462
0.000367414, 0.000258085, 0.000108015, 2.3526e-05, 6403, 1997, 1485
0.000237372, 0.000171539, 6.5161e-05, 7.153e-06, 5960, 1675, 462
0.000290632, 0.000194409, 9.5092e-05, 1.3532e-05, 6417, 2284, 726
0.000347348, 0.000201039, 0.000145518, 2.5306e-05, 6104, 1854, 957
0.000285527, 0.000208577, 7.6116e-05, 9.974e-06, 5854, 1823, 495
0.000277257, 0.000193023, 8.3595e-05, 1.2548e-05, 5519, 1636, 627
0.000361528, 0.00027851, 8.227e-05, 1.1111e-05, 6151, 1790, 462
0.000308612, 0.000198489, 0.000109331, 1.3182e-05, 6299, 2031, 759
0.000307682, 0.000207516, 9.9426e-05, 1.9108e-05, 6096, 1864, 1089
0.000345123, 0.000243393, 0.000100919, 1.3257e-05, 5736, 1530, 627
0.000303711, 0.000209016, 9.3995e-05, 1.6653e-05, 6205, 1901, 957
0.000410549, 0.000237142, 0.000172494, 5.4639e-05, 6633, 2041, 4290
0.000637617, 0.000328736, 0.000307922, 6.9434e-05, 6883, 1947, 2772
0.000396416, 0.00023594, 0.000159635, 4.9457e-05, 6697, 2035, 3399
0.000471539, 0.000337579, 0.00013046, 3.6405e-05, 6828, 1830, 2409
0.000416995, 0.000261556, 0.000154282, 2.2231e-05, 6156, 1480, 759
0.000275789, 0.00017284, 0.000102203, 2.367e-05, 5892, 1863, 1452
0.000624487, 0.000344346, 0.000278068, 8.0679e-05, 5867, 2132, 1254
0.000330542, 0.000209146, 0.000120262, 2.7493e-05, 5856, 2202, 1584
0.000555451, 0.000329521, 0.000224833, 4.1139e-05, 5630, 2136, 1386
0.00038628, 0.000239645, 0.000145177, 3.4317e-05, 5907, 2225, 1881
0.000381651, 0.00023437, 0.000146765, 3.3442e-05, 5705, 2232, 1782
0.000461015, 0.000233328, 0.000226104, 7.4255e-05, 5445, 1935, 1749
0.000263677, 0.000172704, 9.0155e-05, 1.839e-05, 5857, 1626, 957
0.000336094, 0.000215422, 0.000119397, 1.8271e-05, 6453, 1241, 528
0.00034653, 0.000220836, 0.000124726, 1.7682e-05, 6133, 933, 297
0.000148856, 0.000112242, 3.5604e-05, 2.386e-06, 5494, 720, 99
0.000300042, 0.000204387, 9.4315e-05, 1.5667e-05, 5966, 733, 693
0.000359782, 0.000239743, 0.000118325, 3.4567e-05, 5375, 802, 1848
0.000211312, 0.000125674, 8.48e-05, 2.1782e-05, 5575, 732, 1353
0.000340936, 0.000186474, 0.000153583, 2.8321e-05, 5819, 746, 792
0.000251855, 0.000165417, 8.4507e-05, 1.5469e-05, 5235, 709, 429
0.000262551, 0.000184349, 7.7221e-05, 1.088e-05, 5994, 937, 363
0.000233807, 0.000144656, 8.7496e-05, 8.836e-06, 5983, 1021, 462
0.000377886, 0.000248311, 0.000128701, 2.7036e-05, 5713, 1081, 1155
0.000229304, 0.000145746, 8.2329e-05, 2.4238e-05, 6154, 1118, 594
0.000198263, 0.000131411, 6.5901e-05, 1.4804e-05, 6155, 1074, 825
0.000213316, 0.000156549, 5.518e-05, 7.262e-06, 5998, 931, 264
0.000232764, 0.000178238, 5.3581e-05, 3.791e-06, 6107, 794, 132
0.000230593, 0.000180602, 4.8736e-05, 3.877e-06, 5709, 664, 165
0.000146614, 0.000119545, 2.6241e-05, 2.084e-06, 5743, 591, 99
0.000161611, 0.000131503, 2.9135e-05, 2.043e-06, 5861, 668, 99
0.000163602, 0.000127779, 3.52e-05, 6.093e-06, 5870, 659, 264
0.00014505, 0.000111385, 3.2831e-05, 5.094e-06, 5217, 616, 264
0.000174726, 0.000138192, 3.5631e-05, 2.097e-06, 5899, 676, 66
0.000169159, 0.000136306, 3.2118e-05, 1.986e-06, 5996, 736, 99
0.000228067, 0.000168067, 5.7786e-05, 5.759e-06, 5796, 725, 165
0.000227417, 0.000168854, 5.753e-05, 6.059e-06, 5861, 748, 264
0.000151479, 0.00011732, 3.3382e-05, 3.326e-06, 6022, 788, 198
0.000150776, 0.000115917, 3.4345e-05, 2.622e-06, 5864, 750, 99
0.000202989, 0.000139839, 6.0418e-05, 3.626e-06, 5874, 733, 99
0.000224519, 0.000166924, 5.6695e-05, 5.175e-06, 5523, 695, 231
0.00016672, 0.000132193, 3.3688e-05, 3.536e-06, 5766, 710, 165
0.000233513, 0.000202747, 2.9891e-05, 8.17e-07, 5408, 688, 33
0.00014582, 0.000115355, 2.9727e-05, 1.957e-06, 5943, 733, 99
0.000149081, 0.000118412, 2.9566e-05, 1.524e-06, 5489, 672, 66
0.000183849, 0.000148156, 3.3931e-05, 3.344e-06, 5792, 724, 165
0.000176678, 0.000133926, 4.1419e-05, 2.027e-06, 5516, 687, 66
0.000154785, 0.000125963, 2.7975e-05, 8.8e-07, 5771, 714, 33
0.000268851, 0.000200058, 6.7639e-05, 5.186e-06, 5935, 698, 132
0.000162696, 0.000129357, 3.249e-05, 3.175e-06, 5951, 736, 165
0.000151666, 0.000120336, 3.0074e-05, 1.938e-06, 5251, 666, 66
0.000162445, 0.000129007, 3.2367e-05, 1.452e-06, 6041, 741, 66
0.000149393, 0.000115172, 3.3331e-05, 4.07e-06, 5976, 748, 231
0.000169153, 0.000138312, 2.9586e-05, 1.06e-06, 5680, 715, 33
0.000245979, 0.000166413, 7.8637e-05, 1.3051e-05, 5965, 706, 264
0.000135444, 0.000107099, 2.7527e-05, 2.345e-06, 5481, 668, 132
0.000262779, 0.000191297, 7.0248e-05, 4.482e-06, 5780, 709, 132
0.000181487, 0.000146079, 3.4129e-05, 1.263e-06, 5924, 726, 33
0.000150832, 0.000125967, 2.3871e-05, 0, 5991, 738, 0
0.000289536, 0.000216721, 7.1373e-05, 3.059e-06, 5737, 688, 66
0.000230554, 0.000174607, 5.5015e-05, 3.105e-06, 5855, 729, 99
0.000157196, 0.000130916, 2.5061e-05, 0, 5949, 716, 0
0.000164354, 0.000131147, 3.2348e-05, 3.041e-06, 5783, 738, 132
0.000175669, 0.000144888, 2.9309e-05, 0, 5955, 721, 0
0.00014008, 0.000113234, 2.5995e-05, 7.97e-07, 5939, 717, 33
0.000314202, 0.00022503, 8.6317e-05, 0, 5729, 706, 0
0.000144195, 0.000118121, 2.5079e-05, 0, 5916, 746, 0
0.000621515, 0.000431091, 0.000182188, 0, 5489, 701, 0
0.000178159, 0.000147849, 2.9187e-05, 0, 5589, 669, 0
0.000208229, 0.000162795, 4.448e-05, 9.5e-07, 5709, 701, 33
0.000228728, 0.000164782, 6.3052e-05, 1.861e-06, 5428, 686, 33
0.00036549, 0.000275256, 8.7605e-05, 0, 5772, 699, 0
0.000176781, 0.000146749, 2.9191e-05, 1.018e-06, 5778, 723, 33
0.000162056, 0.00013359, 2.7375e-05, 0, 5975, 739, 0
0.000169364, 0.000139808, 2.8704e-05, 0, 5573, 732, 0
0.000235717, 0.000187606, 4.7016e-05, 0, 5865, 722, 0
0.000215705, 0.00016884, 4.5797e-05, 0, 5993, 715, 0
0.000133531, 0.000111693, 2.0859e-05, 0, 5338, 665, 0
0.000278716, 0.000203174, 7.2771e-05, 0, 5553, 677, 0
0.000229281, 0.000185657, 4.232e-05, 0, 5856, 726, 0
0.000148551, 0.000123952, 2.4027e-05, 0, 5261, 665, 0
0.00018333, 0.000150454, 3.1686e-05, 0, 5935, 754, 0
0.000206214, 0.000163016, 4.2168e-05, 0, 5707, 704, 0
0.00020313, 0.000160723, 4.1172e-05, 0, 5595, 702, 0
0.000175481, 0.000148534, 2.6117e-05, 0, 5957, 712, 0
0.000158893, 0.000133543, 2.4197e-05, 0, 5869, 705, 0
0.000149028, 0.000120394, 2.8053e-05, 7.96e-07, 5472, 709, 33
0.000216727, 0.000173548, 4.1509e-05, 0, 5998, 735, 0
0.000215661, 0.000147002, 6.6468e-05, 0, 5923, 750, 0
0.000153262, 0.000127921, 2.4243e-05, 0, 5752, 702, 0
0.000156405, 0.000131304, 2.4071e-05, 0, 5746, 730, 0
0.000160009, 0.000132083, 2.7068e-05, 9.83e-07, 5944, 708, 33
0.000312048, 0.000282983, 2.5664e-05, 0, 5674, 707, 0
0.000198955, 0.000147601, 5.0252e-05, 0, 5822, 735, 0
0.000215285, 0.000170367, 4.3791e-05, 0, 5953, 747, 0
0.000135427, 0.000109476, 2.5028e-05, 0, 5672, 723, 0
0.000145829, 0.00012014, 2.4713e-05, 0, 5957, 737, 0
0.000208443, 0.00016441, 4.2565e-05, 0, 5652, 693, 0
0.000138479, 0.000113804, 2.3669e-05, 0, 5539, 681, 0
0.000158176, 0.000133378, 2.3756e-05, 0, 5928, 737, 0
0.000274464, 0.000190828, 8.1422e-05, 0, 6016, 744, 0
0.000139038, 0.000115073, 2.2956e-05, 0, 5789, 717, 0
0.00015341, 0.000127434, 2.4721e-05, 0, 5416, 693, 0
0.000204791, 0.000162645, 4.1089e-05, 0, 5954, 739, 0
0.000146633, 0.000120931, 2.4537e-05, 0, 5488, 721, 0
0.000206683, 0.000165552, 4.0005e-05, 0, 5941, 688, 0
0.000224629, 0.000176398, 4.7049e-05, 0, 5866, 727, 0
0.000126717, 0.000103237, 2.2476e-05, 0, 5252, 673, 0
0.000167518, 0.00013358, 3.2838e-05, 0, 5492, 712, 0
0.000265808, 0.000164533, 9.9474e-05, 0, 5653, 714, 0
0.000235295, 0.000178557, 5.5574e-05, 0, 5779, 721, 0
0.000160884, 0.000131603, 2.8567e-05, 0, 5994, 730, 0
0.000213487, 0.000171972, 4.0371e-05, 0, 5939, 705, 0
0.000134259, 0.000110141, 2.3029e-05, 0, 5280, 700, 0
0.00015384, 0.000127348, 2.5093e-05, 0, 5842, 717, 0
0.000152257, 0.000124959, 2.5842e-05, 0, 5469, 704, 0
0.000129398, 0.000105473, 2.2899e-05, 0, 5289, 692, 0
0.000211603, 0.000163779, 4.6586e-05, 0, 5865, 757, 0
0.00021052, 0.00016665, 4.2434e-05, 0, 5709, 719, 0
0.000135312, 0.000112178, 2.1855e-05, 0, 5286, 658, 0
0.000296303, 0.000225024, 6.8357e-05, 0, 6003, 740, 0
0.000137134, 0.00011246, 2.3654e-05, 0, 5928, 717, 0
0.00020423, 0.000157873, 4.5124e-05, 0, 5232, 680, 0
0.000201341, 0.000160607, 3.9614e-05, 0, 5526, 683, 0
0.000176239, 0.000145493, 2.9337e-05, 0, 5581, 711, 0
0.00021883, 0.000175492, 4.2312e-05, 0, 5670, 696, 0
0.000137057, 0.000112912, 2.3098e-05, 0, 5582, 704, 0
0.000197402, 0.000154534, 4.1327e-05, 0, 5414, 688, 0
0.000154855, 0.000129401, 2.4399e-05, 0, 5823, 695, 0
0.000221935, 0.000178409, 4.2197e-05, 0, 5676, 706, 0
0.00015944, 0.000132347, 2.6032e-05, 0, 5896, 730, 0
0.000211718, 0.000165616, 4.5037e-05, 0, 5800, 728, 0
0.000214422, 0.000159772, 5.3527e-05, 0, 5447, 684, 0
0.000277946, 0.000212806, 6.3268e-05, 0, 5977, 681, 0
0.00023131, 0.000183609, 4.643e-05, 0, 5304, 701, 0
