Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.000400001, 0.000282172, 0.000116589, 2.6344e-05, 5460, 1858, 1716
0.000269003, 0.000175325, 9.2441e-05, 2.4618e-05, 5640, 1149, 1584
0.000221152, 0.000118212, 0.000101975, 3.1884e-05, 4819, 1192, 2739
0.000258701, 0.000145822, 0.000112212, 3.9537e-05, 5270, 1316, 4125
0.000315136, 0.000204535, 0.000108447, 3.5529e-05, 5463, 1408, 2805
0.000234007, 0.000143866, 8.9295e-05, 2.8112e-05, 5549, 1212, 2343
0.000203437, 0.000152422, 5.0258e-05, 4.664e-06, 4932, 935, 165
0.000214274, 0.000141302, 7.2041e-05, 1.5611e-05, 5066, 1317, 858
0.000263821, 0.00015951, 0.000103512, 2.4101e-05, 5318, 1755, 1518
0.000282969, 0.000169994, 0.000110354, 2.268e-05, 4748, 1241, 957
0.000182186, 0.00012783, 5.3668e-05, 1.0405e-05, 5181, 1046, 627
0.000207805, 0.000127306, 7.9517e-05, 1.606e-05, 5265, 1256, 891
0.000237426, 0.000152865, 8.3673e-05, 1.9947e-05, 5056, 1375, 1155
0.000388557, 0.000220934, 0.000166715, 4.4445e-05, 5140, 1662, 2046
0.000249891, 0.000148264, 0.000100673, 2.4682e-05, 5237, 1720, 1551
0.000450799, 0.000232987, 0.00021681, 5.7248e-05, 4642, 1666, 2541
0.000421216, 0.000244603, 0.000175308, 4.5907e-05, 5284, 1904, 2607
0.000266537, 0.000157357, 0.000108695, 2.9222e-05, 4986, 1788, 1914
0.000384065, 0.000221276, 0.000161904, 3.5743e-05, 4753, 1637, 1650
0.000334709, 0.000194128, 0.000139377, 3.8113e-05, 5480, 1798, 2244
0.000315654, 0.000217663, 9.6961e-05, 2.5337e-05, 5100, 1662, 1716
0.000360835, 0.000222275, 0.000136774, 3.4598e-05, 5465, 1644, 1683
0.000270223, 0.000170757, 9.8633e-05, 2.4247e-05, 5738, 1686, 1584
0.000245991, 0.00016105, 8.3982e-05, 1.828e-05, 5820, 1610, 1122
0.000591921, 0.000378846, 0.000211276, 3.5518e-05, 5701, 1530, 792
0.000226337, 0.00014372, 8.1948e-05, 1.9391e-05, 5930, 1571, 1254
0.00021159, 0.000141948, 6.9015e-05, 1.4632e-05, 5744, 1463, 891
0.00031823, 0.00020835, 0.000109101, 2.3286e-05, 5630, 1453, 1122
0.000210871, 0.000149342, 6.072e-05, 9.493e-06, 5700, 1363, 528
0.000210958, 0.000147823, 6.2398e-05, 1.141e-05, 5738, 1277, 594
0.00033383, 0.000227833, 0.000103188, 1.6824e-05, 5029, 1153, 462
0.000210373, 0.000144659, 6.4546e-05, 1.3226e-05, 5818, 1240, 726
0.000195915, 0.000130865, 6.3933e-05, 1.9085e-05, 5753, 1192, 495
0.000264139, 0.000171914, 9.1363e-05, 1.1252e-05, 5368, 1091, 264
0.000305734, 0.000195748, 0.000108977, 1.5934e-05, 5878, 1165, 396
0.00019081, 0.000139829, 4.9561e-05, 7.144e-06, 5723, 1213, 363
0.000173177, 0.000125672, 4.6411e-05, 7.766e-06, 5421, 1103, 396
0.00017129, 0.000133118, 3.7318e-05, 1.874e-06, 5556, 1144, 66
0.000280411, 0.000218724, 5.9562e-05, 6.578e-06, 5807, 1167, 231
0.000505366, 0.000340898, 0.000162173, 1.3011e-05, 5549, 1100, 99
0.000181887, 0.0001399, 4.0684e-05, 4.231e-06, 5547, 1146, 198
0.000265273, 0.000217368, 4.6629e-05, 3.966e-06, 5726, 1182, 198
0.000178011, 0.000123787, 5.3725e-05, 1.0176e-05, 5392, 1183, 594
0.00041719, 0.000286166, 0.000126646, 1.5919e-05, 5805, 1224, 396
0.000252951, 0.000156049, 9.5772e-05, 1.1659e-05, 5760, 1256, 528
0.000201635, 0.00014608, 5.453e-05, 7.285e-06, 5600, 1224, 330
0.000304583, 0.000189912, 0.00011238, 9.93e-06, 5509, 1180, 165
0.000172306, 0.000127785, 4.3482e-05, 4.75e-06, 5529, 1138, 231
0.000501566, 0.000305702, 0.000193613, 2.4086e-05, 5571, 1201, 297
0.000177441, 0.000133324, 4.3138e-05, 4.68e-06, 5540, 1209, 231
0.000174833, 0.000126109, 4.7574e-05, 7.558e-06, 5495, 1178, 429
0.000285944, 0.000217604, 6.6459e-05, 6.121e-06, 5035, 1074, 231
0.000191967, 0.000145703, 4.5106e-05, 4.1e-06, 5362, 1211, 231
0.000282419, 0.000207979, 7.3544e-05, 8.542e-06, 5591, 1211, 297
0.000275508, 0.000182559, 9.1472e-05, 8.925e-06, 5563, 1165, 132
0.000238852, 0.000172211, 6.547e-05, 9.99e-06, 5782, 1354, 462
0.000329031, 0.000179457, 0.000148599, 4.6113e-05, 5136, 1576, 4389
0.000303561, 0.000214196, 8.8561e-05, 2.3013e-05, 4632, 1379, 1485
0.000263389, 0.000169976, 9.2418e-05, 2.2023e-05, 4781, 1568, 1485
0.000431523, 0.000292468, 0.000138064, 4.2612e-05, 5138, 1627, 1518
0.000244369, 0.000163015, 8.0027e-05, 1.685e-05, 5108, 1545, 1155
0.000271586, 0.000180804, 8.9694e-05, 1.7418e-05, 5108, 1552, 1056
0.000286474, 0.00017446, 0.000110711, 2.4797e-05, 5284, 2046, 1749
0.0003807, 0.000241113, 0.000138206, 1.9816e-05, 4831, 1890, 1122
0.000284199, 0.000198389, 8.4731e-05, 1.6692e-05, 5275, 1893, 924
0.000255448, 0.000175685, 7.9137e-05, 1.4215e-05, 5594, 1881, 825
0.00034248, 0.00018648, 0.00015155, 3.2706e-05, 5265, 1589, 858
0.00019692, 0.000136639, 5.9414e-05, 9.047e-06, 5435, 1515, 561
0.000217565, 0.000151816, 6.4883e-05, 1.0174e-05, 5896, 1544, 693
0.00031106, 0.000206178, 0.000103369, 1.7554e-05, 5293, 1492, 792
0.000196752, 0.000138809, 5.5862e-05, 7.475e-06, 5763, 1325, 363
0.000299193, 0.000195526, 0.000102534, 2.0752e-05, 5551, 1522, 1155
0.000249503, 0.000166499, 8.2165e-05, 2.0822e-05, 5546, 1604, 1419
0.000231119, 0.000162846, 6.72e-05, 1.6335e-05, 5160, 1321, 1320
0.000247128, 0.000179354, 6.6847e-05, 1.2339e-05, 5470, 1290, 627
0.000294723, 0.00021161, 8.2224e-05, 1.3474e-05, 5453, 1477, 660
0.000237489, 0.000174792, 6.1832e-05, 1.0116e-05, 5909, 1564, 528
0.000218182, 0.000152704, 6.4254e-05, 5.914e-06, 6199, 1398, 297
0.000268255, 0.000206886, 6.0425e-05, 9.625e-06, 5103, 1349, 495
0.000377959, 0.000240961, 0.000135945, 2.2904e-05, 5364, 1659, 1023
0.000344189, 0.000238816, 0.000104348, 1.344e-05, 5258, 1608, 594
0.000230408, 0.000166709, 6.2601e-05, 6.328e-06, 5498, 1643, 330
0.000289402, 0.000209456, 7.9334e-05, 1.3839e-05, 5724, 1740, 792
0.000235661, 0.000169715, 6.5108e-05, 7.122e-06, 5510, 1683, 363
0.000343464, 0.000224687, 0.000117928, 1.4912e-05, 5435, 1625, 693
0.000423134, 0.000295624, 0.000126514, 1.6776e-05, 5599, 1646, 627
0.000220198, 0.00015284, 6.6194e-05, 1.0509e-05, 5319, 1519, 594
0.000319093, 0.000210873, 0.000107343, 1.3115e-05, 5560, 1577, 462
0.000219896, 0.000156851, 6.1452e-05, 8.55e-06, 5354, 1477, 462
0.00021745, 0.000168156, 4.8204e-05, 4.169e-06, 5806, 1470, 231
0.000246929, 0.000185292, 6.0242e-05, 5.359e-06, 5168, 1304, 231
0.000218744, 0.000174651, 4.313e-05, 2.156e-06, 5878, 1424, 99
0.000281381, 0.000209879, 7.0683e-05, 6.303e-06, 5757, 1343, 264
0.000284909, 0.000214245, 6.941e-05, 4.265e-06, 5554, 1307, 165
0.000275054, 0.000205647, 6.8314e-05, 3.991e-06, 5630, 1346, 132
0.000179848, 0.000131486, 4.7554e-05, 5.323e-06, 5702, 1362, 330
0.000187583, 0.000133595, 5.3098e-05, 7.625e-06, 5520, 1320, 429
0.000227434, 0.000175285, 5.1081e-05, 4.899e-06, 5789, 1421, 231
0.00023324, 0.000177311, 5.4943e-05, 7.293e-06, 5825, 1406, 396
0.000181306, 0.000135908, 4.4643e-05, 4.516e-06, 5077, 1289, 198
0.000307444, 0.000218019, 8.8456e-05, 7.306e-06, 5723, 1479, 297
0.000396445, 0.000224024, 0.000171408, 5.639e-06, 5558, 1375, 99
0.000275943, 0.000202456, 7.2664e-05, 5.571e-06, 5576, 1369, 198
0.000298586, 0.000209703, 8.7562e-05, 8.141e-06, 5800, 1499, 330
0.00021606, 0.000156972, 5.8198e-05, 6.667e-06, 5711, 1435, 297
0.000201824, 0.000146795, 5.4092e-05, 7.874e-06, 5492, 1368, 429
0.000352473, 0.000268981, 8.0203e-05, 9.879e-06, 5556, 1373, 363
0.000191653, 0.000137105, 5.2975e-05, 1.889e-06, 5803, 1430, 99
0.00019963, 0.000152432, 4.6473e-05, 4.223e-06, 5599, 1395, 165
0.000348349, 0.000235708, 0.00011087, 7.297e-06, 5261, 1342, 198
0.000212546, 0.000157014, 5.4733e-05, 5.848e-06, 5777, 1454, 297
0.000211346, 0.000159304, 5.1404e-05, 5.554e-06, 5567, 1397, 297
0.000250851, 0.000190972, 5.8909e-05, 4.977e-06, 5791, 1458, 231
0.000185362, 0.000138557, 4.5933e-05, 3.55e-06, 5753, 1460, 165
0.000177344, 0.00013061, 4.5908e-05, 4.084e-06, 5463, 1385, 165
0.000249169, 0.000182277, 6.5561e-05, 2.926e-06, 5647, 1423, 66
0.00018431, 0.000136884, 4.6595e-05, 4.152e-06, 5755, 1428, 231
0.00023527, 0.000172274, 6.1717e-05, 5.882e-06, 5586, 1403, 264
0.000196547, 0.000138383, 5.7274e-05, 7.385e-06, 5387, 1541, 429
0.000265052, 0.000170064, 9.3523e-05, 1.7578e-05, 4700, 1480, 825
0.00019998, 0.000142495, 5.6651e-05, 9.745e-06, 4817, 1447, 660
0.000241582, 0.000189078, 5.1508e-05, 7.321e-06, 5218, 1279, 396
0.000278198, 0.000201056, 7.6192e-05, 1.3484e-05, 5398, 1791, 693
0.000515008, 0.000286745, 0.000227284, 5.0354e-05, 5242, 1849, 891
0.000444605, 0.000295585, 0.000148218, 1.5078e-05, 5554, 2098, 693
0.000314645, 0.000216926, 9.7092e-05, 1.6677e-05, 5907, 1961, 924
0.000470531, 0.000227112, 0.000242147, 2.8053e-05, 5692, 1656, 297
0.00034305, 0.000204661, 0.000137825, 1.4391e-05, 6227, 1743, 429
0.000369168, 0.00023075, 0.000136588, 1.3976e-05, 5962, 1747, 561
0.000286829, 0.000211149, 7.47e-05, 1.4346e-05, 6184, 1812, 561
0.00029319, 0.00020566, 8.6558e-05, 1.0059e-05, 5713, 1715, 528
0.000382134, 0.000280831, 9.923e-05, 6.768e-06, 6442, 1900, 264
0.00039884, 0.000263971, 0.000132789, 1.5596e-05, 6217, 1815, 363
0.000764805, 0.000367645, 0.00039553, 5.2963e-05, 6399, 1869, 594
0.000260952, 0.00018404, 7.5837e-05, 4.757e-06, 6068, 1870, 231
0.000661553, 0.000489166, 0.000171753, 3.6641e-05, 6037, 2424, 1914
0.00034503, 0.000209385, 0.000134686, 3.4034e-05, 5438, 2135, 2145
0.00038842, 0.000234882, 0.000152468, 3.6617e-05, 5530, 2240, 2310
0.000350112, 0.000223317, 0.000125476, 3.2604e-05, 5813, 1896, 2013
0.000376348, 0.000226883, 0.000148502, 4.7783e-05, 6103, 2034, 2145
0.000394028, 0.000214589, 0.000177759, 5.2073e-05, 5506, 1952, 2871
0.000812022, 0.000376781, 0.000433461, 0.000125713, 5906, 2150, 2409
0.000415168, 0.000242126, 0.000171961, 4.6639e-05, 6191, 2283, 2772
0.000406553, 0.000235171, 0.000170477, 4.6009e-05, 5951, 2374, 2640
0.000346909, 0.000191429, 0.000154555, 3.9292e-05, 6003, 2245, 2277
0.000350171, 0.000222, 0.000127539, 2.7598e-05, 6277, 2364, 1617
0.000375838, 0.00021801, 0.000157009, 3.24e-05, 6105, 2376, 1914
0.000498012, 0.000368314, 0.000128577, 2.6315e-05, 5866, 2173, 1848
0.000434425, 0.000218627, 0.000185693, 3.597e-05, 6242, 2392, 2079
0.000448203, 0.000218111, 0.000229363, 7.0615e-05, 5678, 2198, 4257
0.000596238, 0.000265734, 0.000329638, 0.000125995, 5913, 2338, 5181
0.000525518, 0.00027461, 0.00025, 8.0146e-05, 6198, 2501, 5247
0.000660578, 0.00031375, 0.00034502, 0.000114712, 6037, 2434, 5214
0.000469963, 0.000273646, 0.000194881, 6.6451e-05, 5421, 2152, 4653
0.000515515, 0.000267057, 0.000247682, 8.2891e-05, 6204, 2403, 4587
0.000471262, 0.000245736, 0.000224766, 7.6454e-05, 6033, 2385, 5115
0.000465052, 0.000278477, 0.000185724, 5.4948e-05, 5891, 2264, 3828
0.000493541, 0.000307374, 0.000184568, 3.7136e-05, 6690, 2632, 2475
0.000456055, 0.000280224, 0.000174911, 4.0772e-05, 5943, 2324, 2343
0.000452146, 0.000244202, 0.000207331, 6.7522e-05, 5687, 2102, 4158
0.000575691, 0.000245259, 0.000329388, 0.000122099, 6162, 2262, 8745
0.000730959, 0.000238948, 0.000490908, 0.000168313, 5996, 2247, 7887
0.000824885, 0.000340599, 0.000483339, 0.000174877, 5908, 2225, 7194
0.000640924, 0.000240786, 0.000399276, 0.000160258, 6120, 2422, 8052
0.000483679, 0.000238973, 0.000243897, 8.7419e-05, 6391, 2398, 6171
0.000481894, 0.000238413, 0.000242248, 8.8713e-05, 5804, 2205, 5478
0.00054645, 0.000281648, 0.000263487, 9.0431e-05, 6251, 2544, 5808
0.000914877, 0.000383808, 0.00053016, 0.000184361, 6123, 2605, 9801
0.000509492, 0.000204319, 0.00030466, 0.000108302, 5883, 2412, 8118
0.000585531, 0.000261036, 0.000323075, 0.000119909, 5961, 2491, 8448
0.000500176, 0.000243309, 0.000256107, 9.2831e-05, 5902, 2435, 7425
0.000475432, 0.000246703, 0.000227915, 7.6549e-05, 5696, 2389, 5709
0.000607513, 0.00029164, 0.00031503, 9.7525e-05, 5974, 2433, 5742
0.000530205, 0.00026676, 0.000262754, 9.8639e-05, 5854, 2456, 5709
0.00052772, 0.000274853, 0.000251694, 8.4863e-05, 5766, 2353, 5544
0.000571391, 0.000240387, 0.000329918, 0.000119086, 5913, 2334, 4752
0.000594453, 0.000304785, 0.000288623, 9.8454e-05, 6094, 2383, 4785
0.000500089, 0.00024457, 0.000254605, 7.3071e-05, 5840, 2267, 4389
0.000435736, 0.000189638, 0.000245269, 9.1006e-05, 5548, 2265, 4719
0.000870849, 0.000348543, 0.000520986, 0.000195357, 5464, 2324, 4026
0.000571737, 0.000379735, 0.000190448, 5.5934e-05, 5595, 2405, 4059
0.000640271, 0.000375963, 0.000263477, 7.6826e-05, 5543, 2368, 4455
0.000590661, 0.000234027, 0.000355342, 9.3065e-05, 5195, 2311, 3795
0.00044007, 0.000234204, 0.000204855, 6.0044e-05, 5169, 2308, 3828
0.000574793, 0.000309003, 0.000264754, 6.7519e-05, 5409, 2321, 3663
0.000740312, 0.000373779, 0.000364868, 9.6872e-05, 4984, 2210, 3894
0.000453026, 0.000240037, 0.000212173, 6.4956e-05, 4823, 2068, 4059
0.000589775, 0.000283057, 0.000305861, 7.9086e-05, 5432, 2338, 4554
0.000401857, 0.0002136, 0.000187275, 6.3509e-05, 5084, 2177, 3399
0.000427844, 0.000221386, 0.000205359, 5.0658e-05, 4845, 2080, 3201
0.000444132, 0.000301771, 0.000141116, 3.4088e-05, 5538, 2276, 2079
0.000431908, 0.00026813, 0.000162287, 3.5961e-05, 5490, 2260, 2310
0.000678274, 0.000329809, 0.000347241, 9.3176e-05, 5142, 2147, 2376
0.000593129, 0.00030671, 0.000285439, 6.993e-05, 5525, 2290, 3300
0.000476641, 0.000284702, 0.000190927, 5.2996e-05, 5497, 2237, 3300
0.00037188, 0.000180274, 0.000190715, 5.0464e-05, 5217, 2163, 3003
0.000386786, 0.000242152, 0.000143531, 2.7955e-05, 5455, 2245, 1683
0.000601253, 0.000369031, 0.000231314, 4.3808e-05, 5412, 2248, 1716
0.000319348, 0.000196503, 0.000121929, 2.4791e-05, 4763, 2019, 1287
0.000318287, 0.000189307, 0.000127946, 2.6721e-05, 5485, 2310, 1617
0.000315871, 0.00018775, 0.000127339, 2.931e-05, 5466, 2238, 1980
0.00035316, 0.00022237, 0.000130359, 2.9117e-05, 5162, 2151, 1782
0.000443221, 0.000269236, 0.000173085, 3.2225e-05, 5404, 2246, 1650
0.00071295, 0.000561923, 0.000148267, 2.7538e-05, 5127, 2151, 1386
0.000544501, 0.000273151, 0.000268664, 6.146e-05, 5179, 2104, 1221
0.000307369, 0.000197641, 0.000108949, 2.2702e-05, 4964, 2090, 1353
0.000299394, 0.000206108, 9.2397e-05, 1.2528e-05, 4968, 2078, 693
0.00044748, 0.000272263, 0.000174196, 2.9967e-05, 5154, 2129, 1419
0.000792732, 0.000380642, 0.000409969, 7.1387e-05, 5398, 2205, 1221
0.000458321, 0.000289311, 0.000168202, 2.9152e-05, 5486, 2269, 1386
0.000485005, 0.000308716, 0.000173074, 2.1875e-05, 5227, 2150, 924
0.00032737, 0.000233743, 9.3027e-05, 1.1204e-05, 5461, 2217, 594
0.000428228, 0.00027418, 0.000153148, 2.171e-05, 5408, 2272, 792
0.000253584, 0.00016486, 8.7753e-05, 1.1921e-05, 4882, 2036, 693
0.000341852, 0.000222448, 0.000118427, 1.7318e-05, 5358, 2225, 924
0.000266444, 0.000178887, 8.6716e-05, 9.519e-06, 5155, 2101, 561
0.000761357, 0.000471503, 0.000288126, 4.4845e-05, 5175, 2150, 1419
0.000370915, 0.000255414, 0.00011431, 1.8618e-05, 5460, 2272, 957
0.000263555, 0.000190173, 7.2725e-05, 4.449e-06, 5409, 2219, 198
0.000313518, 0.000226003, 8.6956e-05, 8.671e-06, 5190, 2130, 462
0.00034017, 0.000223003, 0.000116553, 9.952e-06, 5433, 2211, 429
0.000617419, 0.000461449, 0.000154848, 1.3678e-05, 5179, 2146, 627
0.000261171, 0.000175733, 8.4636e-05, 9.868e-06, 5066, 2138, 561
0.000479048, 0.000336261, 0.000141851, 9.461e-06, 5248, 2165, 330
0.000280168, 0.000188927, 9.0423e-05, 1.6813e-05, 5452, 2223, 363
0.000482889, 0.000383991, 9.6265e-05, 5.689e-06, 5210, 2149, 264
0.000267581, 0.000195073, 7.1982e-05, 3.691e-06, 4920, 2086, 198
0.000399955, 0.000273498, 0.000125842, 8.191e-06, 5443, 2204, 330
0.000246812, 0.000175415, 7.0603e-05, 3.808e-06, 4739, 2011, 165
0.000277467, 0.00020163, 7.4778e-05, 5.217e-06, 4983, 2066, 231
0.000283372, 0.000203817, 7.8797e-05, 6.56e-06, 5004, 2113, 297
0.000383187, 0.000262823, 0.000119366, 5.276e-06, 5112, 2100, 198
0.000276574, 0.000202932, 7.2745e-05, 2.831e-06, 5059, 2083, 132
0.000410249, 0.000281102, 0.000128184, 5.793e-06, 5444, 2237, 198
0.000434115, 0.000318425, 0.000114288, 3.206e-06, 5166, 2144, 99
0.000729561, 0.000289837, 0.000438028, 3.3377e-05, 5403, 2223, 297
0.000272811, 0.000196483, 7.5506e-05, 4.357e-06, 5018, 2068, 198
0.000371576, 0.000252421, 0.000118237, 9.283e-06, 4800, 1989, 198
0.000405374, 0.000279148, 0.000124949, 4.021e-06, 5365, 2236, 132
0.000279343, 0.000196811, 8.1206e-05, 1.444e-06, 5317, 2179, 66
0.000416798, 0.00033298, 8.2687e-05, 1.318e-06, 4822, 1987, 33
0.000450484, 0.000363432, 8.6209e-05, 2.403e-06, 5418, 2268, 132
0.000398944, 0.000279779, 0.000118326, 2.074e-06, 5464, 2244, 66
0.000384434, 0.000314909, 6.7515e-05, 1.228e-06, 4741, 1991, 33
0.00046432, 0.000343072, 0.000117578, 2.43e-06, 5119, 2151, 99
0.000393293, 0.000268893, 0.000123402, 1.005e-06, 5227, 2138, 33
0.000410941, 0.000241139, 0.000168536, 4.036e-06, 5292, 2202, 66
0.000271902, 0.000201182, 6.969e-05, 1.965e-06, 4943, 2054, 66
0.000330325, 0.000248181, 8.1012e-05, 1.379e-06, 5399, 2208, 66
0.00027835, 0.000201724, 7.5776e-05, 9.81e-07, 5155, 2102, 33
0.000277544, 0.000205312, 7.1108e-05, 1.475e-06, 5445, 2202, 66
0.000293201, 0.000217006, 7.5539e-05, 3.179e-06, 5455, 2240, 132
0.000287543, 0.000193477, 9.3374e-05, 1.4166e-05, 5113, 2124, 792
0.000569655, 0.000290967, 0.000277849, 7.133e-05, 5452, 2186, 3993
0.000494793, 0.000309767, 0.000180469, 5.6489e-05, 6452, 1413, 5181
0.000534172, 0.000305415, 0.000226101, 5.2415e-05, 6071, 1450, 1551
0.000334187, 0.000216583, 0.000116669, 3.615e-05, 6321, 1581, 1617
0.000274657, 0.00017783, 9.6046e-05, 2.0051e-05, 6195, 1922, 1386
0.000438453, 0.000280944, 0.00015661, 2.2876e-05, 5897, 2153, 990
0.000406836, 0.000273831, 0.000132241, 2.1874e-05, 5310, 2157, 1089
0.000388211, 0.000223891, 0.000163414, 3.4774e-05, 5400, 2192, 2211
0.000397787, 0.000241473, 0.000155311, 4.2784e-05, 5784, 2312, 2871
0.000413486, 0.000225168, 0.000187435, 6.5048e-05, 5864, 2410, 2508
0.000356159, 0.000204215, 0.000151163, 3.6689e-05, 5985, 2475, 2739
0.000398026, 0.00027234, 0.000124511, 2.9007e-05, 5597, 2281, 1782
0.000530535, 0.000324996, 0.000205004, 3.1694e-05, 5948, 2403, 1485
0.000346336, 0.000197472, 0.000148108, 3.7672e-05, 5702, 2416, 2640
0.000433886, 0.000256264, 0.000176508, 4.4464e-05, 5346, 2325, 2475
0.00073927, 0.000351969, 0.00038647, 8.0826e-05, 6230, 2641, 2508
0.000568779, 0.000334789, 0.000233094, 4.889e-05, 5802, 2472, 2013
0.000354723, 0.000217831, 0.000136248, 3.5769e-05, 5948, 2420, 2013
0.000425943, 0.00024926, 0.000175826, 3.5715e-05, 6235, 2363, 2079
0.00054228, 0.00033297, 0.000208292, 3.8074e-05, 6148, 2372, 1815
0.000387229, 0.000232854, 0.000153464, 3.5459e-05, 5984, 2331, 1914
0.000402297, 0.000246255, 0.000155307, 3.7745e-05, 6064, 2419, 2079
0.000471959, 0.000316284, 0.00015466, 3.3276e-05, 5868, 2467, 1584
0.000368954, 0.000217213, 0.000150153, 2.4656e-05, 5411, 2158, 1254
0.000610021, 0.000386463, 0.000222307, 4.1199e-05, 6178, 2373, 1287
0.000324478, 0.000215783, 0.00010783, 1.7288e-05, 6073, 2196, 990
0.000320982, 0.000198465, 0.000121487, 3.2302e-05, 6692, 1809, 3762
0.00123547, 0.000465678, 0.000767508, 0.000218906, 7206, 2009, 1980
0.000276676, 0.000185807, 9.0226e-05, 1.9016e-05, 6802, 1952, 1386
0.000502385, 0.000308869, 0.000192439, 4.0377e-05, 6723, 2495, 2211
0.000469551, 0.000283651, 0.000184341, 3.8238e-05, 6188, 2549, 1848
0.000511658, 0.000324586, 0.00018632, 3.6155e-05, 6557, 2632, 1518
0.000521366, 0.000359018, 0.000160686, 1.7255e-05, 5665, 2243, 693
0.000572997, 0.000366182, 0.000205444, 3.1944e-05, 6032, 2474, 1287
0.000450378, 0.000283459, 0.000166055, 1.8706e-05, 5626, 2375, 858
0.000489897, 0.000295844, 0.000192434, 2.4112e-05, 5403, 2220, 825
0.000602541, 0.0003291, 0.000272586, 5.5577e-05, 6151, 2522, 1221
0.000411385, 0.00021388, 0.000196195, 4.035e-05, 6248, 2392, 825
0.000307116, 0.000217484, 8.8887e-05, 7.889e-06, 5968, 2239, 330
0.000334242, 0.000249567, 8.2917e-05, 6.12e-06, 5623, 2114, 264
0.000297637, 0.000198937, 9.7751e-05, 9.144e-06, 5628, 2034, 462
0.00035365, 0.000265467, 8.699e-05, 1.1818e-05, 5877, 2041, 627
0.000368721, 0.000247477, 0.000120518, 1.4412e-05, 6023, 2090, 429
0.000364628, 0.000232011, 0.000131853, 2.7015e-05, 6225, 2554, 1551
0.000332302, 0.00022141, 0.000110301, 1.81e-05, 5902, 2430, 957
0.000331242, 0.000212711, 0.000117854, 2.4117e-05, 6016, 2423, 1386
0.000425581, 0.000308256, 0.000115834, 2.2119e-05, 5958, 2334, 1353
0.000384085, 0.000279459, 0.00010338, 1.3134e-05, 5864, 2130, 660
0.000395336, 0.000270819, 0.000122249, 1.8218e-05, 5984, 2038, 858
0.00064294, 0.000408223, 0.000232621, 2.7217e-05, 6254, 2501, 825
0.000878408, 0.000555829, 0.000321593, 4.8128e-05, 5976, 2173, 858
0.000206882, 0.000144188, 6.2148e-05, 1.0181e-05, 5740, 1543, 627
0.000225893, 0.000169685, 5.5217e-05, 9.283e-06, 6337, 1345, 627
0.000262306, 0.000188547, 7.3102e-05, 1.6524e-05, 5982, 1524, 1188
0.000224193, 0.000155662, 6.7887e-05, 1.2359e-05, 6054, 1719, 792
0.000236412, 0.000165494, 7.0075e-05, 1.2938e-05, 6308, 1857, 792
0.000278123, 0.000213158, 6.2647e-05, 9.508e-06, 5732, 1587, 528
0.00024224, 0.000161434, 7.9702e-05, 7.183e-06, 5516, 1557, 264
0.000362991, 0.000241972, 0.00011954, 2.8801e-05, 5496, 1734, 1287
0.000220949, 0.000149209, 7.0788e-05, 1.2747e-05, 4915, 1450, 726
0.000308532, 0.000186299, 0.000121322, 2.8717e-05, 5564, 1852, 1749
0.000462572, 0.000271989, 0.000189212, 2.9103e-05, 5616, 2049, 990
0.00032252, 0.000213269, 0.000108082, 2.1142e-05, 5436, 2103, 1221
0.000271524, 0.000191741, 7.8648e-05, 1.0287e-05, 5801, 2012, 495
0.000328311, 0.000219789, 0.000107821, 9.09e-06, 5833, 2006, 396
0.000266678, 0.000183905, 8.1805e-05, 1.2557e-05, 5262, 1716, 693
0.000178973, 0.000137613, 4.0079e-05, 2.066e-06, 5869, 1087, 99
0.00048819, 0.000348551, 0.00013835, 2.0986e-05, 5561, 1372, 396
0.000304538, 0.000213627, 9.0169e-05, 1.0075e-05, 5570, 1437, 429
0.000213306, 0.000149548, 6.3062e-05, 8.58e-06, 5668, 1565, 528
0.00026555, 0.000196011, 6.8454e-05, 8.023e-06, 5826, 1725, 429
0.00024729, 0.000182542, 6.3236e-05, 7.817e-06, 5438, 1629, 396
0.000226955, 0.000167732, 5.8381e-05, 2.156e-06, 5624, 1691, 99
0.000377821, 0.000262704, 0.000114123, 1.1519e-05, 5704, 1704, 429
0.000346023, 0.000246309, 9.8578e-05, 6.373e-06, 5096, 1596, 264
0.000218452, 0.000146661, 7.0806e-05, 6.968e-06, 5046, 1579, 363
0.000249667, 0.000175696, 7.3102e-05, 1.0654e-05, 5371, 1645, 528
0.000254211, 0.000175279, 7.7836e-05, 1.0916e-05, 5415, 1650, 528
0.000311427, 0.000212981, 9.7037e-05, 5.071e-06, 5137, 1536, 198
0.000226904, 0.000163034, 6.3135e-05, 5.934e-06, 5732, 1657, 297
0.000208013, 0.000151114, 5.596e-05, 6.715e-06, 5047, 1381, 297
0.000188013, 0.000137901, 4.9002e-05, 2.522e-06, 5565, 1500, 132
0.000222625, 0.000160677, 6.0958e-05, 6.094e-06, 5693, 1477, 264
0.000233495, 0.000170169, 6.2026e-05, 3.697e-06, 5446, 1424, 132
0.000197982, 0.000148705, 4.8588e-05, 4.12e-06, 5347, 1420, 198
0.000213263, 0.000162296, 4.9787e-05, 5.224e-06, 5851, 1462, 231
0.000210505, 0.000157055, 5.2423e-05, 2.954e-06, 5621, 1374, 132
0.000174554, 0.000130647, 4.3213e-05, 2.481e-06, 5739, 1377, 132
