mapping(ms), replan(ms), sfc(ms), mpc(ms), df(ms), 
0.103557, 0, 0, 0.301152, 0.001349, 
0, 0, 0, 0.308508, 0.001515, 
0, 0, 0, 0.282821, 0.000635, 
0, 0, 0, 0.203536, 0.000626, 
0, 0, 0, 0.306056, 0.000923, 
0.177411, 0, 0, 0.343678, 0.001062, 
0, 0, 0, 0.335021, 0.000808, 
0, 0, 0, 0.313365, 0.001204, 
0, 0, 0, 0.338046, 0.00121, 
0.045712, 0, 0, 0.338489, 0.001658, 
0, 0, 0, 0.222707, 0.000781, 
0, 0, 0, 0.190716, 0.000242, 
0, 0, 0, 0.338703, 0.000987, 
0, 0, 0, 0.314852, 0.001049, 
0.033844, 0, 0, 0.202114, 0.000597, 
0, 0, 0, 0.199829, 0.000479, 
0, 0, 0, 0.324007, 0.000761, 
0, 0, 0, 0.304099, 0.000877, 
0.132585, 0, 0, 0.212468, 0.000714, 
0, 0, 0, 0.33487, 0.001247, 
0, 0, 0, 0.301323, 0.001009, 
0, 0, 0, 0.191012, 0.000739, 
0, 0, 0, 0.222235, 0.000587, 
0, 0, 0, 0.20666, 0.000894, 
0.067639, 0, 0, 0.213368, 0.000602, 
0, 0, 0, 0.209392, 0.000552, 
0, 0, 0, 0.202569, 0.000508, 
0, 0, 0, 0.202101, 0.000839, 
0, 0, 0, 0.247558, 0.000636, 
0.022385, 0, 0, 0.281467, 0.000995, 
0, 0, 0, 0.224091, 0.001019, 
0, 0, 0, 0.202001, 0.000542, 
0, 0, 0, 0.227785, 0.000465, 
0, 0, 0, 0.205372, 0.00068, 
0.102808, 0, 0, 0.201856, 0.000552, 
0, 0, 0, 0.205995, 0.000571, 
0, 0, 0, 0.212995, 0.000563, 
0, 0, 0, 0.20913, 0.000615, 
0, 0, 0, 0.345704, 0.000944, 
0.135227, 0, 0, 0.233216, 0.000791, 
0, 0, 0, 0.201993, 0.000615, 
0, 0, 0, 0.203563, 0.000497, 
0, 0, 0, 0.411088, 0.000975, 
0.029527, 0, 0, 0.331395, 0.000997, 
0, 0, 0, 0.20132, 0.001104, 
0, 0, 0, 0.215551, 0.000792, 
0, 0, 0, 0.327904, 0.000867, 
0, 0, 0, 0.317004, 0.000867, 
0, 0, 0, 0.229486, 0.000859, 
0.103566, 0, 0, 0.304188, 0.00101, 
0, 0, 0, 0.297056, 0.000879, 
0, 0, 0, 0.192641, 0.000633, 
0, 0, 0, 0.309001, 0.000905, 
0, 0, 0, 0.314664, 0.001039, 
0.105006, 0, 0, 0.214053, 0.000697, 
0, 0, 0, 0.337808, 0.001165, 
0, 0, 0, 0.196947, 0.00098, 
0, 0, 0, 0.201604, 0.000747, 
0, 0, 0, 0.321163, 0.000899, 
0.050977, 0, 0, 0.240737, 0.000697, 
0, 0, 0, 0.189319, 0.000269, 
0, 0, 0, 0.362857, 0.00096, 
0.029903, 0, 0, 0.214328, 0.000717, 
0, 0, 0, 0.263936, 0.000927, 
0, 0, 0, 0.2023, 0.000824, 
0, 0, 0, 0.331434, 0.000942, 
0.207555, 0, 0, 0.320683, 0.001271, 
0, 0, 0, 0.206956, 0.000654, 
0, 0, 0, 0.287676, 0.000799, 
0, 0, 0, 0.334013, 0.000699, 
0, 0, 0, 0.20501, 0.00058, 
0, 0, 0, 0.288952, 0.000875, 
0.087433, 0, 0, 0.335798, 0.000857, 
0, 0, 0, 0.301391, 0.00089, 
0, 0, 0, 0.282823, 0.000664, 
0, 0, 0, 0.295779, 0.000638, 
0.025924, 0, 0, 0.241049, 0.000876, 
0, 0, 0, 0.208756, 0.000655, 
0, 0, 0, 0.280407, 0.000802, 
0, 0, 0, 0.245296, 0.000836, 
0, 0, 0, 0.216076, 0.000781, 
0, 0, 0, 0.212219, 0.000716, 
0.099278, 0, 0, 0.205173, 0.000877, 
0, 0, 0, 0.201424, 0.000585, 
0, 0, 0, 0.327714, 0.000807, 
0, 0, 0, 0.337572, 0.000995, 
0, 0, 0, 0.317218, 0.001508, 
0.142085, 0, 0, 0.330698, 0.001325, 
0, 0, 0, 0.307355, 0.000984, 
0, 0, 0, 0.315703, 0.001064, 
0, 0, 0, 0.202838, 0.000808, 
0.018183, 0, 0, 0.214084, 0.00067, 
0, 0, 0, 0.200727, 0.000841, 
0, 0, 0, 0.377337, 0.000986, 
0, 0, 0, 0.307796, 0.000774, 
0, 0, 0, 0.202463, 0.019014, 
0, 0, 0, 0.212581, 0.000691, 
0.05325, 0, 0, 0.229656, 0.000639, 
0, 0, 0, 0.200968, 0.000938, 
0, 0, 0, 0.234879, 0.000394, 
0, 0, 0, 0.338023, 0.001123, 
0, 0, 0, 0.336277, 0.001048, 
0.1508, 0, 0, 0.328412, 0.001172, 
0, 0, 0, 0.331344, 0.000972, 
0, 0, 0, 0.262869, 0.000984, 
0, 0, 0, 0.288658, 0.000727, 
0.049265, 0, 0, 0.276428, 0.001011, 
0, 0, 0, 0.206455, 0.000655, 
0, 0, 0, 0.181792, 0.0004, 
0, 0, 0, 0.232358, 0.001214, 
0.027452, 0, 0, 0.216289, 0.001379, 
0, 0, 0, 0.216238, 0.000989, 
0, 0, 0, 0.202417, 0.000684, 
0, 0, 0, 0.227298, 0.000664, 
0, 0, 0, 0.222018, 0.000514, 
0.172053, 0, 0, 0.335095, 0.001009, 
0, 0, 0, 0.317903, 0.001112, 
0, 0, 0, 0.339796, 0.000948, 
0, 0, 0, 0.330773, 0.001093, 
0, 0, 0, 0.316288, 0.001138, 
0.049454, 0, 0, 0.222979, 0.001184, 
0, 0, 0, 0.202092, 0.000891, 
0, 0, 0, 0.21451, 0.000967, 
0, 0, 0, 0.207284, 0.000604, 
0, 0, 0, 0.222392, 0.000808, 
0.027233, 0, 0, 0.331148, 0.001009, 
0, 0, 0, 0.330408, 0.000875, 
0, 0, 0, 0.319552, 0.000849, 
0, 0, 0, 0.298863, 0.001329, 
0, 0, 0, 0.295755, 0.000935, 
0.134231, 0, 0, 0.334778, 0.00102, 
0, 0, 0, 0.304373, 0.000986, 
0, 0, 0, 0.291456, 0.000795, 
0, 0, 0, 0.310563, 0.001105, 
0, 0, 0, 0.318207, 0.000913, 
0.154981, 0, 0, 0.312, 0.000987, 
0, 0, 0, 0.220382, 0.000875, 
0, 0, 0, 0.321424, 0.001092, 
0, 0, 0, 0.309261, 0.001306, 
0, 0, 0, 0.301259, 0.00162, 
0.023188, 0, 0, 0.369238, 0.001145, 
0, 0, 0, 0.328089, 0.000889, 
0, 0, 0, 0.316088, 0.000863, 
0, 0, 0, 0.309909, 0.001049, 
0, 0, 0, 0.302871, 0.001012, 
0, 0, 0, 0.246904, 0.00196, 
0.101085, 0, 0, 0.329668, 0.001001, 
0, 0, 0, 0.266188, 0.000696, 
0, 0, 0, 0.281903, 0.000841, 
0, 0, 0, 0.267701, 0.000706, 
0.103285, 0, 0, 0.287358, 0.000817, 
0, 0, 0, 0.403371, 0.0007, 
0, 0, 0, 0.263884, 0.000696, 
0, 0, 0, 0.26893, 0.00064, 
0, 0, 0, 0.25862, 0.000854, 
0.033946, 0, 0, 0.42362, 0.000836, 
0, 0, 0, 0.274698, 0.000863, 
0, 0, 0, 0.226039, 0.000271, 
0, 0, 0, 0.270606, 0.000562, 
0, 0, 0, 0.316509, 0.000598, 
0.055694, 0, 0, 0.343632, 0.000544, 
0, 0, 0, 0.436822, 0.000828, 
0, 0, 0, 0.26552, 0.000639, 
0, 0, 0, 0.286142, 0.000714, 
0.099506, 0, 0, 0.28235, 0.000819, 
0, 0, 0, 0.281099, 0.001128, 
0, 0, 0, 0.274334, 0.000753, 
0, 0, 0, 0.28261, 0.001281, 
0, 0, 0, 0.442653, 0.001012, 
0.054304, 0, 0, 0.267359, 0.000733, 
0, 0, 0, 0.265873, 0.000466, 
0, 0, 0, 0.264082, 0.000509, 
0, 0, 0, 0.302097, 0.000769, 
0, 0, 0, 0.272354, 0.000612, 
0.011016, 0, 0, 0.262015, 0.000764, 
0, 0, 0, 0.264659, 0.000438, 
0, 0, 0, 0.279119, 0.000587, 
0, 0, 0, 0.259005, 0.000708, 
0, 0, 0, 0.383874, 0.000948, 
0.094193, 0, 0, 0.278712, 0.000731, 
0, 0, 0, 0.449663, 0.001014, 
0, 0, 0, 0.429347, 0.001051, 
0, 0, 0, 0.265106, 0.00083, 
0, 0, 0, 0.264795, 0.000904, 
0.079348, 0, 0, 0.261839, 0.00082, 
0, 0, 0, 0.257393, 0.000485, 
0, 0, 0, 0.269179, 0.000434, 
0, 0, 0, 0.328087, 0.000672, 
0, 0, 0, 0.369938, 0.000972, 
0.033592, 0, 0, 0.285522, 0.001074, 
0, 0, 0, 0.282125, 0.000971, 
0, 0, 0, 0.273372, 0.000666, 
0, 0, 0, 0.308142, 0.000596, 
0, 0, 0, 0.290226, 0.000626, 
0.079292, 0, 0, 0.433488, 0.000673, 
0, 0, 0, 0.265464, 0.000731, 
0, 0, 0, 0.19409, 0.00048, 
0, 0, 0, 0.213935, 0.000884, 
0, 0, 0, 0.340914, 0.000983, 
0.124766, 0, 0, 0.210691, 0.000758, 
0, 0, 0, 0.284526, 0.000923, 
0, 0, 0, 0.207189, 0.000933, 
0, 0, 0, 0.216606, 0.000675, 
0, 0, 0, 0.219924, 0.000676, 
0.037147, 0, 0, 0.210378, 0.000802, 
0, 0, 0, 0.245599, 0.000374, 
0.033109, 0, 0, 0.328894, 0.001197, 
0, 0, 0, 0.312483, 0.001111, 
0, 0, 0, 0.299665, 0.000911, 
0, 0, 0, 0.193579, 0.000674, 
0, 0, 0, 0.299689, 0.001034, 
0.163334, 0, 0, 0.312439, 0.000971, 
0, 0, 0, 0.229087, 0.000785, 
0, 0, 0, 0.205593, 0.000565, 
0, 0, 0, 0.220743, 0.000883, 
0, 0, 0, 0.216096, 0.001028, 
0.069878, 0, 0, 0.333461, 0.001622, 
0, 0, 0, 0.298131, 0.001318, 
0, 0, 0, 0.297211, 0.000917, 
0, 0, 0, 0.20276, 0.000724, 
0, 0, 0, 0.309313, 0.000925, 
0.018408, 0, 0, 0.308628, 0.001194, 
0, 0, 0, 0.324504, 0.000943, 
0, 0, 0, 0.294184, 0.000894, 
0, 0, 0, 0.203573, 0.000682, 
0, 0, 0, 0.334688, 0.001079, 
0.087617, 0, 0, 0.213857, 0.001196, 
0, 0, 0, 0.312726, 0.000818, 
0, 0, 0, 0.200547, 0.000693, 
0, 0, 0, 0.308732, 0.000793, 
0, 0, 0, 0.306559, 0.000872, 
0.130255, 0, 0, 0.331362, 0.00094, 
0, 0, 0, 0.206911, 0.000764, 
0, 0, 0, 0.196096, 0.000577, 
0, 0, 0, 0.194654, 0.000716, 
0, 0, 0, 0.233055, 0.000525, 
0.02064, 0, 0, 0.33621, 0.000956, 
0, 0, 0, 0.330393, 0.000973, 
0, 0, 0, 0.337109, 0.001025, 
0, 0, 0, 0.310945, 0.001266, 
0, 0, 0, 0.316747, 0.001108, 
0.074213, 0, 0, 0.293247, 0.001094, 
0, 0, 0, 0.201967, 0.000579, 
0, 0, 0, 0.211916, 0.000483, 
0, 0, 0, 0.203244, 0.000833, 
0, 0, 0, 0.207589, 0.000498, 
0.118246, 0, 0, 0.216336, 0.000646, 
0, 0, 0, 0.215105, 0.00076, 
0, 0, 0, 0.213793, 0.000663, 
0, 0, 0, 0.215583, 0.000685, 
0, 0, 0, 0.213365, 0.000773, 
0.021716, 0, 0, 0.219107, 0.000823, 
0, 0, 0, 0.213081, 0.000478, 
0, 0, 0, 0.218822, 0.000626, 
0, 0, 0, 0.231555, 0.000595, 
0.023635, 0, 0, 0.205554, 0.00066, 
0, 0, 0, 0.199742, 0.000534, 
0, 0, 0, 0.206874, 0.000548, 
0, 0, 0, 0.215499, 0.001636, 
0, 0, 0, 0.207552, 0.000732, 
0.089502, 0, 0, 0.199274, 0.000899, 
0, 0, 0, 0.20442, 0.00055, 
0, 0, 0, 0.203843, 0.00058, 
0, 0, 0, 0.200639, 0.000664, 
0, 0, 0, 0.2138, 0.000857, 
0.038708, 0, 0, 0.232526, 0.000791, 
0, 0, 0, 0.210291, 0.001049, 
0, 0, 0, 0.202748, 0.000843, 
0, 0, 0, 0.238402, 0.000786, 
0, 0, 0, 0.346926, 0.001024, 
0.016117, 0, 0, 0.326457, 0.001415, 
0, 0, 0, 0.201388, 0.000763, 
0, 0, 0, 0.216119, 0.00055, 
0, 0, 0, 0.196774, 0.000686, 
0, 0, 0, 0.314006, 0.000951, 
0.135159, 0, 0, 0.306288, 0.00097, 
0, 0, 0, 0.212621, 0.000748, 
0, 0, 0, 0.192564, 0.000472, 
0, 0, 0, 0.21023, 0.000562, 
0, 0, 0, 0.236516, 0.001413, 
0.093673, 0, 0, 0.256284, 0.000817, 
0, 0, 0, 0.197859, 0.000541, 
0, 0, 0, 0.202262, 0.000555, 
0, 0, 0, 0.200113, 0.000583, 
0, 0, 0, 0.257865, 0.000738, 
0.015441, 0, 0, 0.20284, 0.001458, 
0, 0, 0, 0.204872, 0.000524, 
0, 0, 0, 0.203822, 0.000811, 
0, 0, 0, 0.204543, 0.000602, 
0, 0, 0, 0.22833, 0.000524, 
0.050852, 0, 0, 0.22367, 0.000761, 
0, 0, 0, 0.197032, 0.000638, 
0, 0, 0, 0.198312, 0.000534, 
0, 0, 0, 0.207174, 0.000702, 
0, 0, 0, 0.338169, 0.000957, 
0.13627, 0, 0, 0.330224, 0.000999, 
0, 0, 0, 0.314537, 0.000924, 
0, 0, 0, 0.209424, 0.000764, 
0, 0, 0, 0.254732, 0.000809, 
0, 0, 0, 0.225726, 0.000673, 
0.023037, 0, 0, 0.206939, 0.000696, 
0, 0, 0, 0.173015, 0.000315, 
0, 0, 0, 0.205526, 0.000233, 
0, 0, 0, 0.200205, 0.000555, 
0, 0, 0, 0.215691, 0.000625, 
0.034958, 0, 0, 0.25071, 0.001104, 
0, 0, 0, 0.268461, 0.000496, 
0, 0, 0, 0.202529, 0.000708, 
0, 0, 0, 0.209725, 0.00058, 
0, 0, 0, 0.201177, 0.000597, 
0.14915, 0, 0, 0.201131, 0.000658, 
0, 0, 0, 0.204172, 0.001051, 
0, 0, 0, 0.204089, 0.000618, 
0, 0, 0, 0.241672, 0.00061, 
0, 0, 0, 0.216235, 0.000604, 
0.071854, 0, 0, 0.198396, 0.000895, 
0, 0, 0, 0.20441, 0.000792, 
0, 0, 0, 0.214584, 0.000732, 
0, 0, 0, 0.202442, 0.000581, 
0, 0, 0, 0.256784, 0.001132, 
0.01082, 0, 0, 0.206768, 0.000613, 
0, 0, 0, 0.196771, 0.000671, 
0, 0, 0, 0.331294, 0.001029, 
0, 0, 0, 0.322985, 0.001161, 
0, 0, 0, 0.338878, 0.001026, 
0.124185, 0, 0, 0.208127, 0.000721, 
0, 0, 0, 0.201465, 0.000489, 
0, 0, 0, 0.203264, 0.000502, 
0, 0, 0, 0.208301, 0.000601, 
0, 0, 0, 0.339176, 0.000966, 
0.098591, 0, 0, 0.212492, 0.000846, 
0, 0, 0, 0.32635, 0.000947, 
0, 0, 0, 0.302571, 0.000931, 
0, 0, 0, 0.237588, 0.000671, 
0, 0, 0, 0.263084, 0.000886, 
0.010836, 0, 0, 0.211965, 0.000652, 
0, 0, 0, 0.23637, 0.000461, 
0, 0, 0, 0.342976, 0.001105, 
0, 0, 0, 0.289393, 0.00118, 
0, 0, 0, 0.299533, 0.00111, 
0.074508, 0, 0, 0.324402, 0.001326, 
0, 0, 0, 0.308357, 0.000729, 
0, 0, 0, 0.198025, 0.000489, 
0, 0, 0, 0.200537, 0.001468, 
0, 0, 0, 0.221799, 0.00096, 
0.10351, 0, 0, 0.203456, 0.001131, 
0, 0, 0, 0.325397, 0.000822, 
0, 0, 0, 0.266079, 0.000619, 
0, 0, 0, 0.222699, 0.000946, 
0, 0, 0, 0.325047, 0.001334, 
0.033013, 0, 0, 0.217669, 0.000734, 
0, 0, 0, 0.186975, 0.000245, 
0, 0, 0, 0.209828, 0.000579, 
0, 0, 0, 0.211102, 0.000871, 
0.039567, 0, 0, 0.215276, 0.000686, 
0, 0, 0, 0.329915, 0.000794, 
0, 0, 0, 0.33226, 0.000822, 
0, 0, 0, 0.299713, 0.000908, 
0, 0, 0, 0.223463, 0.00097, 
0.157475, 0, 0, 0.31913, 0.000962, 
0, 0, 0, 0.207534, 0.001173, 
0, 0, 0, 0.21881, 0.000917, 
0, 0, 0, 0.324382, 0.000897, 
0, 0, 0, 0.225833, 0.000796, 
0.062403, 0, 0, 0.209608, 0.000686, 
0, 0, 0, 0.207173, 0.000825, 
0, 0, 0, 0.216608, 0.000517, 
0, 0, 0, 0.210678, 0.000467, 
0.011483, 0, 0, 0.222564, 0.001065, 
0, 0, 0, 0.225071, 0.00069, 
0, 0, 0, 0.206197, 0.001085, 
0, 0, 0, 0.201107, 0.000729, 
0, 0, 0, 0.210635, 0.000587, 
0, 0, 0, 0.215043, 0.000633, 
0.106754, 0, 0, 0.204118, 0.000867, 
0, 0, 0, 0.263506, 0.000682, 
0, 0, 0, 0.215306, 0.000607, 
0, 0, 0, 0.313102, 0.000699, 
0.119484, 0, 0, 0.234531, 0.001008, 
0, 0, 0, 0.226956, 0.000819, 
0, 0, 0, 0.32986, 0.001015, 
0, 0, 0, 0.304078, 0.001139, 
0, 0, 0, 0.315198, 0.00078, 
0, 0, 0, 0.342962, 0.001241, 
0.017623, 0, 0, 0.286478, 0.000849, 
0, 0, 0, 0.310693, 0.000772, 
0, 0, 0, 0.336764, 0.001115, 
0, 0, 0, 0.318549, 0.000984, 
0, 0, 0, 0.344834, 0.001163, 
0.103012, 0, 0, 0.316547, 0.000916, 
0, 0, 0, 0.208525, 0.001088, 
0, 0, 0, 0.215606, 0.000694, 
0, 0, 0, 0.237025, 0.000614, 
0, 0, 0, 0.336639, 0.001511, 
0.172861, 0, 0, 0.337854, 0.0017, 
0, 0, 0, 0.265244, 0.001179, 
0, 0, 0, 0.188493, 0.000459, 
0, 0, 0, 0.208437, 0.001174, 
0, 0, 0, 0.24628, 0.000928, 
0.050934, 0, 0, 0.315806, 0.00088, 
0, 0, 0, 0.186643, 0.000689, 
0, 0, 0, 0.196717, 0.0007, 
0, 0, 0, 0.336564, 0.001073, 
0.041909, 0, 0, 0.336548, 0.001058, 
0, 0, 0, 0.302211, 0.000801, 
0, 0, 0, 0.321006, 0.000921, 
0, 0, 0, 0.297446, 0.00088, 
0, 0, 0, 0.329688, 0.001359, 
0.149298, 0, 0, 0.316245, 0.000887, 
0, 0, 0, 0.305844, 0.00102, 
0, 0, 0, 0.302128, 0.000916, 
0, 0, 0, 0.29398, 0.000841, 
0, 0, 0, 0.310524, 0.00097, 
0.072538, 0, 0, 0.30534, 0.000959, 
0, 0, 0, 0.261586, 0.000988, 
0, 0, 0, 0.194527, 0.000545, 
0, 0, 0, 0.204339, 0.000857, 
0, 0, 0, 0.222662, 0.000802, 
0.011134, 0, 0, 0.232583, 0.000697, 
0, 0, 0, 0.197342, 0.000967, 
0, 0, 0, 0.278392, 0.000813, 
0, 0, 0, 0.210304, 0.000586, 
0, 0, 0, 0.343687, 0.000883, 
0.100981, 0, 0, 0.213799, 0.001014, 
0, 0, 0, 0.209991, 0.000435, 
0, 0, 0, 0.201092, 0.000602, 
0, 0, 0, 0.326012, 0.000654, 
0, 0, 0, 0.316178, 0.000962, 
0.15237, 0, 0, 0.30908, 0.000949, 
0, 0, 0, 0.20805, 0.000893, 
0, 0, 0, 0.306429, 0.001126, 
0, 0, 0, 0.216377, 0.00064, 
0, 0, 0, 0.285982, 0.001183, 
0.014978, 0, 0, 0.210614, 0.000587, 
0, 0, 0, 0.235951, 0.000608, 
0, 0, 0, 0.243184, 0.001487, 
0, 0, 0, 0.203675, 0.000638, 
0, 0, 0, 0.297442, 0.001143, 
0.067468, 0, 0, 0.255439, 0.000985, 
0, 0, 0, 0.212001, 0.000781, 
0, 0, 0, 0.205069, 0.001028, 
0, 0, 0, 0.235069, 0.000589, 
0.11765, 0, 0, 0.22643, 0.000779, 
0, 0, 0, 0.213818, 0.000899, 
0, 0, 0, 0.198596, 0.000663, 
0, 0, 0, 0.270427, 0.000579, 
0, 0, 0, 0.271572, 0.000996, 
0.032688, 0, 0, 0.248443, 0.000706, 
0, 0, 0, 0.239801, 0.000819, 
0, 0, 0, 0.189534, 0.000229, 
0, 0, 0, 0.162467, 0.000167, 
0, 0, 0, 0.20469, 0.000628, 
0, 0, 0, 0.252328, 0.000722, 
0.042363, 0, 0, 0.210363, 0.000606, 
0, 0, 0, 0.203057, 0.000896, 
0, 0, 0, 0.20486, 0.000583, 
0, 0, 0, 0.202396, 0.000695, 
0, 0, 0, 0.213919, 0.001127, 
0.164621, 0, 0, 0.329122, 0.001151, 
0, 0, 0, 0.304052, 0.000877, 
0, 0, 0, 0.300814, 0.000958, 
0, 0, 0, 0.331259, 0.001214, 
0, 0, 0, 0.317692, 0.001212, 
0.067725, 0, 0, 0.221631, 0.001153, 
0, 0, 0, 0.31201, 0.000846, 
0, 0, 0, 0.195902, 0.000772, 
0, 0, 0, 0.209355, 0.000626, 
0, 0, 0, 0.335346, 0.001151, 
0.025865, 0, 0, 0.314085, 0.001005, 
0, 0, 0, 0.198709, 0.000713, 
0, 0, 0, 0.27009, 0.001202, 
0, 0, 0, 0.235336, 0.001006, 
0, 0, 0, 0.312968, 0.001126, 
0.109151, 0, 0, 0.217848, 0.000679, 
0, 0, 0, 0.347173, 0.000552, 
0, 0, 0, 0.243472, 0.000689, 
0, 0, 0, 0.337608, 0.000898, 
0, 0, 0, 0.272145, 0.00076, 
0.082404, 0, 0, 0.245604, 0.000643, 
0, 0, 0, 0.322152, 0.000871, 
0, 0, 0, 0.234765, 0.00068, 
0, 0, 0, 0.20333, 0.000497, 
0.014617, 0, 0, 0.26925, 0.001301, 
0, 0, 0, 0.325677, 0.000941, 
0, 0, 0, 0.322163, 0.0011, 
0, 0, 0, 0.206182, 0.000901, 
0, 0, 0, 0.202996, 0.00064, 
0, 0, 0, 0.346039, 0.001069, 
0.065912, 0, 0, 0.245809, 0.000738, 
0, 0, 0, 0.312951, 0.000987, 
0, 0, 0, 0.200463, 0.000526, 
0, 0, 0, 0.319397, 0.000912, 
0, 0, 0, 0.293402, 0.001682, 
0.111968, 0, 0, 0.199132, 0.000704, 
0, 0, 0, 0.205132, 0.000501, 
0, 0, 0, 0.317581, 0.001233, 
0, 0, 0, 0.29305, 0.001148, 
0.038368, 0, 0, 0.314761, 0.00131, 
0, 0, 0, 0.200681, 0.000774, 
0, 0, 0, 0.181193, 0.000438, 
0, 0, 0, 0.190119, 0.000311, 
0, 0, 0, 0.293777, 0.000729, 
0, 0, 0, 0.214269, 0.000689, 
0.032054, 144.137, 2.05211, 2.06355, 0.000826, 
0, 139.107, 1.85729, 2.4124, 0.000992, 
0.057122, 131.161, 1.7486, 2.71646, 0.00057, 
0.254894, 138.643, 1.78365, 2.94072, 0.000895, 
0.239369, 140.418, 2.14736, 1.31404, 0.000791, 
0.274864, 133.228, 1.86071, 2.87651, 0.000902, 
0.181694, 134.598, 1.86205, 2.22655, 0.000662, 
0.10371, 125.179, 2.01074, 2.41469, 0.000739, 
0.152642, 111.827, 1.84606, 4.03106, 0.001089, 
0.164533, 118.27, 1.70311, 2.89077, 0.000798, 
0.172517, 0.094624, 1.69024, 3.84577, 0.000893, 
0.244968, 0.069473, 1.73171, 2.75405, 0.001043, 
0, 0.062957, 1.72152, 3.66935, 0.000613, 
0, 0.062467, 1.62612, 3.69325, 0.000726, 
0, 0.053291, 1.81535, 4.81154, 0.000744, 
0, 0.074621, 2.33249, 3.93413, 0.000803, 
0.248445, 0.06346, 1.79999, 4.6424, 0.000814, 
0, 0.055611, 1.73364, 4.62845, 0.000659, 
0, 0.061317, 1.77313, 4.53879, 0.000752, 
0, 0.056483, 1.72703, 4.63713, 0.000744, 
0, 0.091152, 3.06592, 7.58869, 0.001906, 
0.262073, 0.091899, 1.92922, 4.67189, 0.001098, 
0, 0.060187, 1.85296, 3.45921, 0.000771, 
0.096821, 0.067182, 1.8934, 5.02128, 0.000633, 
0, 0.066838, 1.82283, 3.06023, 0.000661, 
0, 0.055437, 1.84236, 3.11767, 0.000713, 
0, 0.072115, 1.91251, 3.67135, 0.000803, 
0, 0.095254, 3.22778, 6.70914, 0.001542, 
0.3616, 103.82, 1.5703, 1.9267, 0.000771, 
0, 109.186, 2.49184, 2.22477, 0.000761, 
0.205153, 103.25, 1.66484, 3.36448, 0.000599, 
0.303317, 105.568, 1.43976, 3.24166, 0.00074, 
0.346886, 0.058408, 1.46349, 2.39324, 0.000685, 
0.04003, 0.089238, 1.43832, 2.59916, 0.000747, 
0.136066, 0.062884, 1.37396, 1.80479, 0.000674, 
0, 0.086218, 2.47973, 4.24913, 0.001094, 
0, 0.055294, 1.40472, 2.88858, 0.001062, 
0, 0.061184, 1.39565, 1.74918, 0.000498, 
0, 0.055693, 1.4517, 2.16514, 0.000768, 
0.61381, 105.57, 1.92858, 4.73093, 0.000608, 
0, 0.095149, 2.04295, 3.25903, 0.001376, 
0.073532, 0.062879, 1.95956, 3.62598, 0.001117, 
0.088761, 0.059117, 1.9739, 3.42863, 0.000705, 
0, 0.060343, 1.97006, 2.76982, 0.000655, 
0, 0.057682, 1.97956, 4.69388, 0.000725, 
0, 0.057641, 1.95655, 2.52442, 0.000793, 
0, 0.063536, 2.01622, 3.38668, 0.00064, 
0.491759, 0.063419, 2.06095, 3.64663, 0.000754, 
0, 0.058577, 2.07456, 3.11427, 0.000832, 
0, 0.058818, 2.09038, 4.65184, 0.000729, 
0, 0.056798, 2.11296, 2.70984, 0.000828, 
0, 0.063419, 2.06003, 2.83833, 0.001161, 
0.364204, 0.084733, 2.53523, 2.71973, 0.000622, 
0, 0.058401, 1.9879, 2.54193, 0.000618, 
0, 0.062122, 2.02594, 3.46844, 0.000852, 
0, 0.062085, 1.95764, 3.67116, 0.000682, 
0, 0.067786, 2.14191, 4.07084, 0.001421, 
0.034048, 0.092769, 3.257, 2.91277, 0.000947, 
0, 0.054143, 1.97281, 2.66813, 0.000583, 
0, 0.081467, 3.47623, 5.10073, 0.00121, 
0, 0.083792, 3.47527, 7.36019, 0.001125, 
0, 0.078126, 3.36612, 4.18514, 0.001092, 
0.455944, 0.056974, 2.0057, 3.78918, 0.000593, 
0, 0.054359, 2.01058, 3.03932, 0.000756, 
0, 0.052131, 2.01576, 3.71803, 0.000919, 
0, 0.056975, 1.94231, 2.62747, 0.000772, 
0, 0.062665, 2.02524, 2.07351, 0.00093, 
0.303687, 0.053739, 2.01313, 2.26906, 0.000775, 
0, 0.065152, 2.07381, 2.24899, 0.000818, 
0, 0.053839, 2.17939, 4.08548, 0.000966, 
0, 0.053645, 2.09136, 3.05173, 0.000591, 
0.058247, 0.060924, 2.06945, 2.61832, 0.000577, 
0, 0.055883, 2.0705, 2.67721, 0.001085, 
0, 0.062739, 2.06785, 2.32061, 0.00067, 
0, 0.058182, 2.05254, 3.69207, 0.000938, 
0, 0.08041, 3.22289, 2.04615, 0.001016, 
0, 0.088675, 2.62506, 1.74322, 0.000659, 
0.213234, 0.053033, 1.97969, 2.21073, 0.000605, 
0, 0.062339, 2.04388, 1.83677, 0.000659, 
0, 0.051204, 2.09272, 2.7425, 0.001174, 
0, 0.062617, 2.18235, 3.0937, 0.000605, 
0, 0.055749, 2.13121, 1.58361, 0.001553, 
0.271603, 113.047, 1.62433, 2.11019, 0.000697, 
0, 115.396, 1.94313, 3.32992, 0.000692, 
0.08494, 120.352, 1.96847, 1.51732, 0.000685, 
0.494553, 108.968, 1.65511, 1.76451, 0.000984, 
0.020955, 117.938, 1.59999, 1.98418, 0.000975, 
0.528266, 108.064, 1.43815, 3.12333, 0.000781, 
0.062402, 107.576, 1.8512, 3.60722, 0.000792, 
